Año,NUMERO DE EXPEDIENTE,No. de oficio,Fecha de oficio,Area,Infractor,Tipo de infractor,Clave del infractor,Cve. conducta infractora,Conducta infractora,Disposiciones infringidas,Preceptos sancionadores,Fecha de comisión de la irregularidad,Tipo de sanción,Monto
2007,,06-367-III-2.2/73522,12/10/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F23-CIF0005,No contar con garantias de recuperación,19,111 Fracción XXI,31/12/2005,Multa,184298.4
2007,,06-367-III-2.2/73577,01/11/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"OLD MUTUAL LIFE, S.A. DE C.V.",S,88,10-0033,,Art. 104,"Art. 139, fracción XV",20/09/2006,Amonestación,0
2007,,06-367-III-2.2/73577,01/11/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"OLD MUTUAL LIFE, S.A. DE C.V.",S,88,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2006,Multa,79867.47
2007,,06-367-III-2.2/73577,01/11/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"OLD MUTUAL LIFE, S.A. DE C.V.",S,88,9-0030,,Art. 101,"Art. 139, fracción XVI",31/12/2006,Multa,26038.45
2007,,06-367-III-2.2/73605,10/12/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,24-0080,,Artículo 63 Circular F-9.1,"Artículo 111,  Fracción XXI",31/12/2006,Multa,20684.75
2008,,06-367-III-2.2/74004,29/02/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CESCE México, S.A. de C.V.",S,96,33-0103,,Libre,Artículo 139,01/01/9999,Multa,34632
2008,,06-367-III-2.2/74019,08/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Metlife Pensiones México, S.A.",P,909,F24-CIP0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/03/2006,Multa,156133
2008,,06-367-III-2.2/74070,05/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"HDI Seguros, S.A. de C.V.",S,27,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2006,Multa,47404.58
2008,,06-367-III-2.2/74107,12/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F09-CIS0030,Desapego al Cátalogo de Cuentas.,101,139 Fracción  XVI,31/12/2006,Multa,28228.6
2008,,06-367-III-2.2/74107,25/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F18-CIS0012,Exceder Límites de Retención,37 y 62-VII,139 Fracción VI  Inciso a),29/12/2006,Multa,584605
2008,,06-367-III-2.2/74107,25/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F11-CIS0031,Registro contable equivocado,102,139 Fracción XXI,29/12/2006,Multa,9734
2008,,06-367-III-2.2/74107,25/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F10-CIS0033,Registro Contable Extemporáneo.,104,139 Fracción XV ,29/12/2006,Multa,14162.97
2008,,06-367-III-2.2/74107,25/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,02/01/2006,Multa,56674.8
2008,,06-367-III-2.2/74107,25/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",29/12/2006,Multa,12800.21
2008,,06-367-III-2.2/74107,25/03/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS EL POTOSÍ, S.A.",S,8,F33-CIS0111," No proporcionar información solicitada, derivada de la visita de inspección ",110,139 Fracción XXI ,23/04/2007,Multa,10114
2008,,06-367-III-2.2/74127,29/09/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"AXA SEGUROS, S.A. DE C.V.",S,48,11-0031,,Art. 102,"Art. 139, fracción XXI",31/12/2006,Multa,180711.71
2008,,06-367-III-2.2/74144,02/04/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,10-0033,,Art. 104,"Art. 139, fracción XV",31/12/2006,Multa,13401.05
2008,,06-367-III-2.2/74144,02/04/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2006,Multa,136762.7
2008,,06-367-III-2.2/74144,02/04/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,8-0090,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",31/12/2006,Multa,15769.08
2008,,06-367-III-2.2/74206,23/05/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"BUPA México, Compañía de Seguros, S.A. de C.V.",S,65,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2006,Multa,21998.84
2008,,06-367-III-2.2/74206,23/05/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"BUPA México, Compañía de Seguros, S.A. de C.V.",S,65,8-0090,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",31/12/2006,Multa,14552.33
2008,,06-367-III-2.2/74210,14/10/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"HIR COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,91,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2005,Multa,136786.5
2008,,06-367-III-2.2/74264,22/09/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Seguros Ve por Más, S.A., Grupo Financiero Ve por Más",S,16,11-0031,,Art. 102,"Art. 139, fracción XXI",31/12/2006,Amonestación,0
2009,,06-367-III-2.2/74266,27/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,F33-CIS0106,No apegarse a los lineamientos establecidos para la actualización de la información financiera ,102 y 105,139 Fracción XXI ,31/12/2006,Multa,9734
2008,,06-367-III-2.2/74285,28/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"METLIFE MÁS, S.A. DE C.V.",S,58,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2006,Multa,152385.77
2008,,06-367-III-2.2/74408,07/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"DECO SEGUROS, S.A. DE C.V.",S,97,10-0033,,Art. 104,"Art. 139, fracción XV",31/12/2007,Multa,12642.5
2008,,06-367-III-2.2/74408,07/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"DECO SEGUROS, S.A. DE C.V.",S,97,8-0090,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",31/12/2007,Multa,17042.09
2008,,06-367-III-2.2/74417,09/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,10-0033,,Art. 104,"Art. 139, fracción XV",31/12/2007,Multa,59622.03
2008,,06-367-III-2.2/74417,09/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,9-0030,,Art. 101,"Art. 139, fracción XVI",31/12/2007,Multa,26448.11
2008,,06-367-III-2.2/74417,09/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F08-CIS0090,Incorrecta presentación de informacion financiera ,107,139 Fracción XXI,31/12/2007,Multa,24931.01
2008,,06-367-III-2.2/74423,11/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"HSBC VIDA, S.A. DE C.V.",S,85,9-0030,,Art. 101,"Art. 139, fracción XVI",01/01/9999,Amonestación,0
2009,,06-367-III-2.2/75021,29/01/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"AIG MÉXICO, SEGUROS INTERAMERICANA, S.A. DE C.V.",S,12,F09-CIS0030,Desapego al Cátalogo de Cuentas.,101,139 Fracción  XVI,31/08/2005,Multa,98326.8
2009,,06-367-III-2.2/75050,28/01/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ZURICH VIDA, COMPAÑÍA DE SEGUROS, S.A.",S,82,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2007,Multa,10114
2009,,06-367-III-2.2/75058,21/05/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F09-CIS0030,Desapego al Cátalogo de Cuentas.,101,139 Fracción  XVI,31/12/2006,Multa,48864.68
2009,,06-367-III-2.2/75058,21/05/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F08-CIS0090,Incorrecta presentación de informacion financiera ,107,139 Fracción XXI,31/01/2007,Multa,37421.8
2009,,06-367-III-2.2/75058,21/05/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,31/05/2007,Multa,36259.15
2009,,06-367-III-2.2/75058,21/05/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2006,Multa,170198.99
2009,,06-367-III-2.2/75132,05/06/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SOLUNION MÉXICO SEGUROS DE CRÉDITO, S.A.",S,59,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2007,Multa,83642.78
2009,,06-367-III-2.2/75134,02/03/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,F08-CIS0026,Incorrecta presentacion de Estados Financieros,105,139 Fracción XVII,31/12/2006,Multa,16940.95
2009,,06-367-III-2.2/75134,02/03/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,F11-CIS0031,Registro contable equivocado,102,139 Fracción XXI,31/12/2006,Multa,13773.61
2009,,06-367-III-2.2/75134,02/03/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2006,Multa,133842.5
2009,,06-367-III-2.2/75141,05/03/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,,,,13-0001,,Art. 23,"Art. 139, fracción XII, párrafo tercero",01/01/9999,Multa,20175
2009,,06-367-III-2.2/75185,27/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Novamedic Seguros de Salud, S.A. de C.V.",H,708,F11-CIH0031,Registro contable equivocado,102,139 Fracción XXI,30/05/2008,Multa,84512.13
2009,,06-367-III-2.2/75187,29/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,10-0033,,Art. 104,"Art. 139, fracción XV",31/12/2007,Multa,28875.47
2009,,06-367-III-2.2/75187,29/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2007,Multa,141343.15
2009,,06-367-III-2.2/75187,29/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,8-0090,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",31/12/2007,Multa,17750.07
2009,,06-367-III-2.2/75187,29/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,F33-CIS0041,Violaciones a las  Reglas para la Inversión de las Reservas Técnicas ,58,139 Fracción XXI,31/12/2007,Multa,10114
2009,,06-367-III-2.2/75221,27/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Landamerica Title Insurance Company Of México, S.A.",S,108,11-0031,,Art. 102,"Art. 139, fracción XXI",11/03/2008,Multa,95766.39
2009,,06-367-III-2.2/75260,20/11/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"INSIGNIA LIFE, S.A. DE C.V.",S,111,15-0008,,Art. 36-A,"Art. 139, fracción XII",31/12/2008,Multa,70891.32
2009,,06-367-III-2.2/75260,20/11/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"INSIGNIA LIFE, S.A. DE C.V.",S,111,4-0015,,"Arts. 46, 47, 50, 51 y 52 bis","Art. 139, fracción XXI",31/12/2008,Multa,62529.51
2009,,06-367-III-2.2/75277,20/08/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"QUÁLITAS, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,46,9-0030,,Art. 101,"Art. 139, fracción XVI",31/12/2007,Multa,136437.86
2009,,06-367-III-2.2/75427,10/12/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"PRUDENTIAL SEGUROS MÉXICO, S.A. DE C.V.",S,106,24-0103,,Artículo 102 Circular S-17.1,"Artículo 139, Fracción XXI",31/12/2007,Multa,49907.91
2010,,06-367-III-2.2/75467,26/01/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASSURANT VIDA MÉXICO, S.A.",S,68,8-0090,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",31/12/2008,Multa,20983.41
2010,,06-367-III-2.2/75468,29/01/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASSURANT DAÑOS MÉXICO, S.A.",S,67,F08-CIS0026,Incorrecta presentacion de Estados Financieros,105,139 Fracción XVII,19/12/2008,Multa,0
2010,,06-367-III-2.2/75489,10/06/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Liberty Fianzas, S.A. de C.V.",F,14,24-0080,,Artículo 63 Circular F-9.1,"Artículo 111,  Fracción XXI",01/01/9999,Multa,10960
2010,,06-367-III-2.2/75502,26/07/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",18/01/2010,Multa,15671.82
2010,,06-367-III-2.2/75509,31/05/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"XL SEGUROS MÉXICO, S.A. DE C.V.",S,66,F04-CIS0015,Desviación en la constitución de la reserva de riesgos en curso de instituciones de seguros,46-I y 47,139 Fracción XXI,31/12/2008,Multa,50907.12
2010,,06-367-III-2.2/75509,31/05/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"XL SEGUROS MÉXICO, S.A. DE C.V.",S,66,F04-CIS0016,Desviación en la constitución de la reserva para obligaciones pendientes de cumplir de instituciones de seguros,46-II y 50,139 Fracción XXI,31/12/2008,Multa,19616.07
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F05-CIF0004,Incorrecta determinación del requerimiento mínimo del capital base de operaciones.,18,111 Fracción XXI,31/12/2007,Amonestación,0
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,31/12/2007,Multa,77169.82
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F09-CIF0015,Desapego al Catálogo de Cuentas.,64,111 Fracción XVIII,31/12/2007,Multa,134819.62
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F11-CIF0014,Registro contable equivocado.,63,111 Fracción XXI,31/12/2007,Multa,10114
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F22-CIF0007,No apegarse a las Reglas de Garantías de Fianzas de Crédito.,39,111 Fracción XVI,31/12/2007,Multa,92492.53
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F24-CIF0080,Deficiencias de Control,62,"111, Fracción XXI ",31/07/2007,Multa,99268.91
2010,,06-367-III-2.2/75519,10/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ASEGURADORA INSURGENTES, S.A. DE C.V., GRUPO FINANCIERO ASERTA",F,13,F33-CIF0086,No contar con un  adecuado registro de sesión facultativa  ,70,111 Fracción XXI ,31/12/2007,Multa,10114
2010,,06-367-III-2.2/75535,10/09/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Primero Seguros, S.A. de C.V.",S,107,33-0110,,Libre,Artículo 139,01/01/9999,Multa,79936.8
2010,,06-367-III-2.2/75535,10/09/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Primero Seguros, S.A. de C.V.",S,107,9-0030,,Art. 101,"Art. 139, fracción XVI",01/01/9999,Multa,84008.4
2010,,06-367-III-2.2/75536,21/12/2010,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"Fianzas Dorama, S.A. (En proceso de transformación a Dorama, Institución de Garantías, S.A.)",F,18,F23-CIF0005,No contar con garantias de recuperación,19,111 Fracción XXI,31/12/2008,Multa,98290.71
2011,,06-367-III-2.2/75540,03/03/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CARDIF MÉXICO SEGUROS GENERALES, S.A. DE C.V.",S,105,F65-CIS0124,Que mediante contratos celebrados con personas morales les permitan realizar operaciones de propomoción o ventas de seguros con la intervención de personas que no comprueben haber recibido la capacitación conforme a los programas establecidos o no cuenten,"41, tercer párrafo, fracción I, inciso b) y II inciso a)  LGISMS","139, fracción XXI LGISMS",19/12/2009,Multa,10518
2011,,06-367-III-2.2/75545,11/03/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,14BIS-0042,,Artículo 37,"Artículo 139, Fracción XXI",12/03/2009,Multa,66362.8
2011,,06-367-III-2.2/75545,11/03/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,7-0087,,Art. 107,"Art. 139, fracción XVIII",01/01/2009,Multa,26189.82
2011,,06-367-III-2.2/75545,11/03/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,8-0091,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",01/04/2008,Multa,207363.2
2011,,06-367-III-2.2/75545,11/03/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F33-CIS0126,No contar con las actas de las sesiones del Comite de Reaseguro debidamente requisitadas ,29Bis fracc. I numeral 3 LGISMS,"139, fracción XXI LGISMS",01/01/2008,Multa,10960
2011,,06-367-III-2.2/75545,11/03/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F10-CIS0033,Registro Contable Extemporáneo.,104,139 Fracción XV ,31/12/2008,Amonestación,0
2011,,06-367-III-2.2/75551,08/02/2011,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,F24-CIF0080,Deficiencias de Control,62,"111, Fracción XXI ",31/12/2008,Multa,36444.87
2006,,06-367-III-5.1/72402,13/12/2006,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F11-CIH0031,Registro contable equivocado,102,139 Fracción XXI,31/12/2005,Multa,14508
2006,,06-367-III-5.1/72402,13/12/2006,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F10-CIH0033,Registro Contable Extemporáneo.,104,139 Fracción XV ,31/12/2005,Multa,41230.8
2006,,06-367-III-5.1/72402,13/12/2006,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F24-CIH0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2005,Multa,103755.6
2006,,06-367-III-5.1/72474,13/12/2006,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F20-CIH0085,Falta de publicación del Balance General,105,139 Fracción  XXI,31/12/2005,Multa,103755.6
2006,,06-367-III-5.1/72474,13/12/2006,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F24-CIH0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",30/06/2005,Multa,52416
2007,,06-367-III-5.1/73156,04/04/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"PLAN SEGURO, S.A. DE C.V., COMPAÑÍA DE SEGUROS (REVOCADA)",H,701,F11 Bis-CIH0029,Omisión en el registro contable.,100,139 Fracción XXI,31/12/2004,Multa,35468.16
2007,,06-367-III-5.1/73156,04/04/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"PLAN SEGURO, S.A. DE C.V., COMPAÑÍA DE SEGUROS (REVOCADA)",H,701,F11-CIH0031,Registro contable equivocado,102,139 Fracción XXI,31/12/2004,Multa,21262.8
2007,,06-367-III-5.1/73156,04/04/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"PLAN SEGURO, S.A. DE C.V., COMPAÑÍA DE SEGUROS (REVOCADA)",H,701,F24-CIH0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2004,Multa,47954.4
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,,,,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,31/12/2004,Multa,57681
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F11-CIS0031,Registro contable equivocado,102,139 Fracción XXI,31/12/2004,Multa,46144.8
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F11-CIS0031,Registro contable equivocado,102,139 Fracción XXI,31/12/2004,Multa,72655.44
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F14 Bis-CIS0042,Pago de prima a los reaseguradores participantes fuera del plazo,"37 Párrafo Cuarto, inciso a)",139 Fracción  XXI,31/12/2004,Multa,144179.88
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F04-CIS0073,Desviación en la constitución de otras reservas técnicas de sociedades mutualistas de seguros,"46, Fracción IV, 52 Y 89","139, Fracción XXI",31/12/2004,Multa,118347.84
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F04-CIS0073,Desviación en la constitución de otras reservas técnicas de sociedades mutualistas de seguros,"46, Fracción IV, 52 Y 89","139, Fracción XXI",31/12/2004,Multa,118574.04
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F04-CIS0073,Desviación en la constitución de otras reservas técnicas de sociedades mutualistas de seguros,"46, Fracción IV, 52 Y 89","139, Fracción XXI",31/12/2004,Multa,9048
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2005,Multa,101020.92
2007,,06-367-lll-2.2/73113,02/03/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F33-CIS0111," No proporcionar información solicitada, derivada de la visita de inspección ",110,139 Fracción XXI ,31/12/2005,Multa,9360
2007,,73282,19/10/2007,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"COFACE SEGURO DE CRÉDITO MÉXICO, S.A. DE C.V.",S,102,F24-CIS0103,Deficiencias de Cotrol ,,,01/05/2006,Multa,147762.12
2018,,06-C00-22000-57407,06/12/2018,DIRECCIÓN GENERAL DE SUPERVISIÓN FINANCIERA,"ACE Fianzas Monterrey, S.A. (En proceso de transformación a Chubb Fianzas Monterrey, Aseguradora de Caución, S.A.)",F,9,F49-CIF0040,No elaborar una politica de indentificación del cliente,112,112 Octavo Párrafo,31/03/2013,Multa,424307
